Event,Date,UTC_Time,TimeControl,Result,White,Black,WhiteElo,BlackElo,ECO,Opening,TotalMoves,TimeCategory,TimeOfDay,GameLength,ResultClass,RatingDiff
Live Chess,2025.03.22,13:30:36,600,0-1,jeremyantolijao,alekscottz,1416,1449,B10,,32,Blitz,Afternoon,Medium,Win,33
Live Chess,2025.03.22,00:01:29,600,0-1,alekscottz,Sh-57,1441,1473,C28,,54,Blitz,Night,Medium,Loss,-32
Live Chess,2025.03.21,23:40:26,600,0-1,OscarC67,alekscottz,1417,1449,B22,,136,Blitz,Night,Long,Win,32
Live Chess,2025.03.21,23:30:56,600,0-1,alekscottz,NotAGreatPlan,1441,1478,C28,,40,Blitz,Night,Medium,Loss,-37
Live Chess,2025.03.21,00:50:06,600,0-1,callsunder,alekscottz,1438,1449,A45,,61,Blitz,Night,Long,Win,11
Live Chess,2025.03.21,00:47:14,600,0-1,alekscottz,rdemott,1441,1457,C25,,28,Blitz,Night,Short,Loss,-16
Live Chess,2025.03.20,23:09:03,600,0-1,alekscottz,Rickey5256,1449,1472,B23,,58,Blitz,Night,Medium,Loss,-23
Live Chess,2025.03.20,22:59:08,600,1-0,alekscottz,ClayRamseyer,1457,1451,B23,,53,Blitz,Night,Medium,Win,6
Live Chess,2025.03.20,22:22:58,600,1-0,zveber,alekscottz,1488,1449,B21,,45,Blitz,Night,Medium,Loss,-39
Live Chess,2025.03.20,17:59:39,600,1-0,alekscottz,AliM2533,1456,1426,C30,,49,Blitz,Evening,Medium,Win,30
Live Chess,2025.03.20,16:21:51,600,1-0,Samer8080,alekscottz,1484,1448,A01,,35,Blitz,Afternoon,Medium,Loss,-36
Live Chess,2025.03.20,16:18:49,600,1-0,Saskhoodwink,alekscottz,1458,1455,B20,,13,Blitz,Afternoon,Short,Loss,-3
Live Chess,2025.03.20,02:50:39,600,1-0,alekscottz,xooosbjm,1463,1466,B10,,89,Blitz,Night,Long,Win,-3
Live Chess,2025.03.20,02:11:39,600,0-1,alekscottz,asan1971,1455,1467,C30,,82,Blitz,Night,Long,Loss,-12
Let's Play!,2025.02.22,01:36:22,1/259200,0-1,alekscottz,liamplayingchezz,1230,746,B06,,52,Daily,Night,Medium,Loss,484
Live Chess,2025.03.19,00:02:38,600,1-0,DefensorDelBarrio,alekscottz,1467,1463,B20,,143,Blitz,Night,Long,Loss,-4
Live Chess,2025.03.18,23:54:05,600,1-0,alekscottz,Costelus20,1471,1415,B00,,39,Blitz,Night,Medium,Win,56
Live Chess,2025.03.18,17:12:56,600,0-1,alekscottz,Purabskie,1456,1459,C28,,134,Blitz,Evening,Long,Loss,-3
Live Chess,2025.03.17,17:05:20,600,1-0,Vahan2012,alekscottz,1472,1464,B22,,67,Blitz,Evening,Long,Loss,-8
Live Chess,2025.03.17,03:03:56,600,0-1,alekscottz,Rodolfovich,1472,1468,C25,,28,Blitz,Night,Short,Loss,4
Live Chess,2025.03.17,00:46:33,600,1-0,PonyFangs,alekscottz,1497,1481,B22,,63,Blitz,Night,Long,Loss,-16
Live Chess,2025.03.16,23:50:56,600,0-1,alekscottz,wirakotcha,1489,1512,B24,,100,Blitz,Night,Long,Loss,-23
Live Chess,2025.03.16,23:29:35,600,1-0,alekscottz,thin-thn-1890,1497,1471,B01,,93,Blitz,Night,Long,Win,26
Live Chess,2025.03.16,23:16:50,600,1-0,SciencyStuff,alekscottz,1513,1489,D02,,73,Blitz,Night,Long,Loss,-24
Live Chess,2025.03.16,21:16:51,600,1-0,Bejtahajvali,alekscottz,1536,1497,B30,,35,Blitz,Night,Medium,Loss,-39
Live Chess,2025.03.16,21:08:22,600,0-1,alekscottz,razibi07,1504,1501,C25,,46,Blitz,Night,Medium,Loss,3
Live Chess,2025.03.16,20:23:13,600,0-1,Stone_henge,alekscottz,1493,1512,D50,,44,Blitz,Evening,Medium,Win,19
Live Chess,2025.03.16,20:03:10,600,1-0,alekscottz,psi5919,1504,1470,C25,,71,Blitz,Evening,Long,Win,34
Live Chess,2025.03.16,18:49:13,300+2,1-0,alekscottz,8joeking8,1307,1124,C25,,117,Blitz,Evening,Long,Win,183
Live Chess,2025.03.16,18:35:29,300+2,1-0,jpmk19,alekscottz,1271,1301,D02,,61,Blitz,Evening,Long,Loss,30
Live Chess,2025.03.16,18:14:27,300+2,0-1,Gavin_Martin,alekscottz,1775,1313,B22,,76,Blitz,Evening,Long,Win,-462
Live Chess,2025.03.16,18:01:54,300+2,0-1,alekscottz,Biren09,1292,1823,B21,,74,Blitz,Evening,Long,Loss,-531
Live Chess,2025.03.16,17:02:30,600,0-1,alekscottz,capitancool,1496,1528,B07,,80,Blitz,Evening,Long,Loss,-32
Live Chess,2025.03.16,16:27:09,600,1-0,Zayne3000,alekscottz,1507,1504,B27,,159,Blitz,Afternoon,Long,Loss,-3
Live Chess,2025.03.16,16:07:39,600,1/2-1/2,CokeLoya,alekscottz,1502,1512,B20,,82,Blitz,Afternoon,Long,Draw,10
Live Chess,2025.03.16,03:06:56,600,1-0,alekscottz,bobbyjwefischer,1512,1475,C28,,137,Blitz,Night,Long,Win,37
Live Chess,2025.03.16,02:57:28,600,1-0,alekscottz,Miguel_AMM,1504,1467,C25,,11,Blitz,Night,Short,Win,37
Live Chess,2025.03.16,02:26:25,600,1-0,gatosilva,alekscottz,1507,1496,D02,,47,Blitz,Night,Medium,Loss,-11
Live Chess,2025.03.16,02:19:28,600,0-1,alekscottz,AlexandrGer,1504,1510,C25,,44,Blitz,Night,Medium,Loss,-6
Live Chess,2025.03.16,02:09:36,600,1-0,alekscottz,Himari,1512,1507,C28,,55,Blitz,Night,Medium,Win,5
Live Chess,2025.03.15,21:52:43,600,1-0,niba1,alekscottz,1534,1504,B23,,51,Blitz,Night,Medium,Loss,-30
Live Chess,2025.03.15,21:24:50,600,1-0,alekscottz,bohdankorbelik,1512,1492,C25,,69,Blitz,Night,Long,Win,20
Live Chess,2025.03.15,18:16:09,600,1/2-1/2,K1MJUMA,alekscottz,1521,1504,D00,,154,Blitz,Evening,Long,Draw,-17
Live Chess,2025.03.15,18:11:43,600,1-0,alekscottz,rootning,1504,1466,B00,,19,Blitz,Evening,Short,Win,38
Live Chess,2025.03.15,18:00:11,600,1-0,wadudkhan,alekscottz,1503,1497,B21,,43,Blitz,Evening,Medium,Loss,-6
Live Chess,2025.03.15,17:51:43,600,0-1,alekscottz,TenderJuicy17,1505,1522,C28,,40,Blitz,Evening,Medium,Loss,-17
Live Chess,2025.03.15,17:34:59,600,1-0,alekscottz,Jamonga,1513,1505,B12,,55,Blitz,Evening,Medium,Win,8
Live Chess,2025.03.15,17:20:32,600,1-0,pandaa243,alekscottz,1499,1505,B20,,61,Blitz,Evening,Long,Loss,6
Live Chess,2025.03.14,21:39:00,600,0-1,alekscottz,COSTI19910813,1514,1551,C28,,84,Blitz,Night,Long,Loss,-37
Live Chess,2025.03.14,20:23:50,600,0-1,Salahcpa,alekscottz,1493,1522,A11,,46,Blitz,Evening,Medium,Win,29
Live Chess,2025.03.14,18:26:13,600,1-0,alekscottz,amnrst,1514,1473,B07,,36,Blitz,Evening,Medium,Win,41
Live Chess,2025.03.14,18:17:53,600,0-1,Nasir2016,alekscottz,1487,1507,A00,,50,Blitz,Evening,Medium,Win,20
Live Chess,2025.03.14,18:04:15,600,1-0,alekscottz,Rappeddy,1499,1467,C28,,61,Blitz,Evening,Long,Win,32
Live Chess,2025.03.14,17:58:45,600,0-1,11_Atlas_11,alekscottz,1479,1491,B31,,26,Blitz,Evening,Short,Win,12
Live Chess,2025.03.14,17:18:22,600,1-0,alekscottz,HugoMadis,1483,1479,B12,,33,Blitz,Evening,Medium,Win,4
Live Chess,2025.03.14,16:38:09,600,1-0,jacobas97,alekscottz,1485,1475,B50,,53,Blitz,Afternoon,Medium,Loss,-10
Live Chess,2025.03.14,16:16:43,600,1-0,alekscottz,johnbest66,1483,1454,C25,,100,Blitz,Afternoon,Long,Win,29
Live Chess,2025.03.14,04:02:22,600,1-0,AudaxVeritas,alekscottz,1511,1475,D00,,75,Blitz,Night,Long,Loss,-36
Live Chess,2025.03.14,03:34:54,600,0-1,devendrathakur,alekscottz,1465,1482,A06,,74,Blitz,Night,Long,Win,17
Live Chess,2025.03.14,03:28:44,600,1-0,alekscottz,Lokesh_1729,1474,1450,C28,,44,Blitz,Night,Medium,Win,24
Live Chess,2025.03.14,02:29:25,600,1-0,deivihidalgo22,alekscottz,1500,1466,B13,,122,Blitz,Night,Long,Loss,-34
Live Chess,2025.03.14,02:22:41,600,0-1,QasPlaysW,alekscottz,1454,1474,D02,,54,Blitz,Night,Medium,Win,20
Live Chess,2025.03.14,02:17:35,600,0-1,alekscottz,TallElk25,1466,1485,B12,,24,Blitz,Night,Short,Loss,-19
Live Chess,2025.03.14,01:57:46,600,1-0,alekscottz,GM_Mark-Edison,1474,1468,C25,,92,Blitz,Night,Long,Win,6
Live Chess,2025.03.14,00:40:30,600,1-0,GoTouchGrass696969,alekscottz,1463,1466,D00,,111,Blitz,Night,Long,Loss,3
Live Chess,2025.03.14,00:38:57,600,1/2-1/2,alekscottz,Relative7800,1474,1439,A00,,0,Blitz,Night,Short,Draw,35
Live Chess,2025.03.14,00:24:36,600,1-0,alekscottz,TheVoodooMaster,1475,1458,B07,,129,Blitz,Night,Long,Win,17
Live Chess,2025.03.13,23:28:25,600,1/2-1/2,glypiy,alekscottz,1482,1467,D53,,120,Blitz,Night,Long,Draw,-15
Live Chess,2025.03.13,23:17:52,600,1-0,Spaniard71,alekscottz,1505,1467,B30,,42,Blitz,Night,Medium,Loss,-38
Live Chess,2025.03.13,23:07:16,600,0-1,RetmaunTT,alekscottz,1477,1474,D04,,44,Blitz,Night,Medium,Win,-3
Live Chess,2025.03.13,23:00:54,600,0-1,alekscottz,ingevega,1466,1468,C00,,46,Blitz,Night,Medium,Loss,-2
Live Chess,2025.03.13,22:13:44,600,1-0,alekscottz,LixPoner69,1474,1479,C25,,131,Blitz,Night,Long,Win,-5
Live Chess,2025.03.13,21:54:53,600,1-0,alekscottz,wtfAnthony,1466,1447,B23,,103,Blitz,Night,Long,Win,19
Live Chess,2025.03.13,21:36:52,600,0-1,What-ever_no-1-cares,alekscottz,1434,1458,B22,,146,Blitz,Night,Long,Win,24
Live Chess,2025.03.13,20:44:51,600,0-1,brigante21,alekscottz,1421,1450,A04,,110,Blitz,Evening,Long,Win,29
Live Chess,2025.03.13,19:54:35,600,0-1,alekscottz,vedant-1405,1442,1452,C25,,44,Blitz,Evening,Medium,Loss,-10
Live Chess,2025.03.13,19:41:46,600,0-1,AlainFG95,alekscottz,1442,1451,D06,,88,Blitz,Evening,Long,Win,9
Live Chess,2025.03.13,19:07:09,600,0-1,alekscottz,styphanfalko,1442,1451,C25,,68,Blitz,Evening,Long,Loss,-9
Live Chess,2025.03.13,18:52:59,600,1-0,elfandra,alekscottz,1462,1451,D20,,15,Blitz,Evening,Short,Loss,-11
Live Chess,2025.03.13,18:36:51,600,1-0,alekscottz,Ricros10,1460,1437,C25,,37,Blitz,Evening,Medium,Win,23
Live Chess,2025.03.13,18:33:30,600,0-1,alekscottz,SVN-1,1451,1488,C25,,26,Blitz,Evening,Short,Loss,-37
Live Chess,2025.03.13,18:13:12,600,0-1,idilbero,alekscottz,1458,1460,B21,,74,Blitz,Evening,Long,Win,2
Live Chess,2025.03.13,18:03:49,600,1-0,alekscottz,HenryWillDoIt,1449,1427,B21,,27,Blitz,Evening,Short,Win,22
Live Chess,2025.03.13,17:34:44,600,0-1,danielhsugogo,alekscottz,1421,1439,B36,,114,Blitz,Evening,Long,Win,18
Live Chess,2025.03.13,17:21:11,600,0-1,alekscottz,JohnDNguyen,1428,1433,B00,,102,Blitz,Evening,Long,Loss,-5
Live Chess,2025.03.13,17:08:14,600,1-0,raulito123,alekscottz,1468,1440,B22,,52,Blitz,Evening,Medium,Loss,-28
Live Chess,2025.03.13,17:03:13,600,1-0,alekscottz,gavinowsky,1451,1438,C25,,27,Blitz,Evening,Short,Win,13
Live Chess,2025.03.13,16:55:16,600,0-1,Arjuna2467,alekscottz,1412,1439,B21,,44,Blitz,Afternoon,Medium,Win,27
Live Chess,2025.03.13,16:50:19,600,1-0,alekscottz,NAVY678,1427,1393,C28,,31,Blitz,Afternoon,Medium,Win,34
Live Chess,2025.03.13,04:51:11,600,1-0,jaayajaaya,alekscottz,1457,1415,B34,,59,Blitz,Night,Medium,Loss,-42
Live Chess,2025.03.13,04:37:35,600,0-1,shahram_e,alekscottz,1416,1427,A45,,86,Blitz,Night,Long,Win,11
Live Chess,2025.03.13,04:26:56,600,0-1,alekscottz,TARUMT_ISAAC,1413,1443,C25,,52,Blitz,Night,Medium,Loss,-30
Live Chess,2025.03.13,04:05:46,600,0-1,bhuwasrivastava,alekscottz,1407,1427,D04,,124,Blitz,Night,Long,Win,20
Live Chess,2025.03.13,03:53:48,600,1-0,alekscottz,Murod0410,1412,1402,B23,,39,Blitz,Night,Medium,Win,10
Live Chess,2025.03.13,03:42:42,600,0-1,alekscottz,notpineapples,1396,1439,C25,,64,Blitz,Night,Long,Loss,-43
Live Chess,2025.03.13,03:35:52,600,1-0,alekscottz,aanhhayat,1411,1373,B18,,47,Blitz,Night,Medium,Win,38
Live Chess,2025.03.13,03:33:26,600,1-0,joeisenman19,alekscottz,1414,1395,B15,,17,Blitz,Night,Short,Loss,-19
Live Chess,2025.03.13,03:19:37,600,0-1,alekscottz,ShaunTooWavy,1413,1445,C25,,70,Blitz,Night,Long,Loss,-32
Live Chess,2025.03.12,22:04:30,600,0-1,brendenisereepersad,alekscottz,1422,1431,B10,,93,Blitz,Night,Long,Win,9
Live Chess,2025.03.12,21:47:42,600,0-1,SaleEso,alekscottz,1356,1410,B10,,92,Blitz,Night,Long,Win,54
Live Chess,2025.03.12,14:30:08,600,1-0,alekscottz,didi2eme,1391,1381,B20,,119,Blitz,Afternoon,Long,Win,10
Live Chess,2025.03.12,02:40:45,600,1-0,Luis3Lira,alekscottz,1418,1367,B12,,36,Blitz,Night,Medium,Loss,-51
Live Chess,2025.03.08,19:44:13,300+2,0-1,alekscottz,Enderman_Jr,1292,1027,B10,,36,Blitz,Evening,Medium,Loss,265
Live Chess,2025.03.08,19:25:07,300+2,1-0,AshtonMason20,alekscottz,1100,1310,B12,,77,Blitz,Evening,Long,Loss,210
Live Chess,2025.03.08,19:18:36,300+2,1-0,Saitama1545,alekscottz,1688,1327,D11,,43,Blitz,Evening,Medium,Loss,-361
Live Chess,2025.03.08,19:02:16,300+2,0-1,alekscottz,sandasari,1330,2000,B23,,148,Blitz,Evening,Long,Loss,-670
Live Chess,2025.03.02,19:51:42,300+2,1/2-1/2,x-3525458323,alekscottz,1308,1330,B13,,142,Blitz,Evening,Long,Draw,22
Live Chess,2025.03.02,19:34:34,300+2,1-0,alekscottz,Dgreat31,1331,1299,B23,,45,Blitz,Evening,Medium,Win,32
Live Chess,2025.03.02,19:17:52,300+2,1-0,Martin_T_B,alekscottz,1498,1320,B13,,79,Blitz,Evening,Long,Loss,-178
Live Chess,2025.03.02,18:58:04,300+2,0-1,alekscottz,Widowmaker122,1326,2032,C29,,94,Blitz,Evening,Long,Loss,-706
Live Chess,2025.07.31,21:00:53,180+2,0-1,WVG01,alekscottz,1263,1292,B12,,44,Blitz,Night,Medium,Win,29
Live Chess,2025.07.31,20:57:59,180+2,0-1,alekscottz,Rezo971,1284,1300,C25,,28,Blitz,Evening,Short,Loss,-16
Live Chess,2025.07.31,20:52:01,180+2,0-1,phsantana1,alekscottz,1292,1292,B06,,40,Blitz,Evening,Medium,Win,0
Live Chess,2025.07.31,13:32:57,180+2,0-1,alekscottz,MaheshRhye,1284,1279,B12,,60,Blitz,Afternoon,Long,Loss,5
Live Chess,2025.07.31,13:26:48,180+2,0-1,madhusudan30,alekscottz,1281,1293,B13,,58,Blitz,Afternoon,Medium,Win,12
Live Chess,2025.07.30,18:27:55,180+2,1-0,alekscottz,gokhanshn7,1285,1288,B23,,43,Blitz,Evening,Medium,Win,-3
Live Chess,2025.07.30,15:19:22,180+2,1-0,keroloslouis,alekscottz,1300,1277,D02,,47,Blitz,Afternoon,Medium,Loss,-23
Live Chess,2025.07.30,13:49:04,180+2,0-1,alekscottz,guyvalyl,1285,1289,C25,,52,Blitz,Afternoon,Medium,Loss,-4
Live Chess,2025.07.30,13:37:14,180+2,0-1,theversal,alekscottz,1278,1293,B13,,54,Blitz,Afternoon,Medium,Win,15
Live Chess,2025.07.30,13:33:15,180+2,1-0,alekscottz,BBCaprice,1285,1283,C25,,19,Blitz,Afternoon,Short,Win,2
Live Chess,2025.07.30,12:49:36,180+2,0-1,alekscottz,MrM0ry,1277,1315,B07,,60,Blitz,Afternoon,Long,Loss,-38
Live Chess,2025.07.30,12:37:41,180+2,1-0,yanivisr,alekscottz,1296,1284,B12,,19,Blitz,Afternoon,Short,Loss,-12
Live Chess,2025.07.30,01:17:10,180+2,1-0,sargon2010,alekscottz,1294,1292,B10,,53,Blitz,Night,Medium,Loss,-2
Live Chess,2025.07.30,00:51:15,180+2,0-1,alekscottz,AClarrenz,1300,1325,C25,,66,Blitz,Night,Long,Loss,-25
Live Chess,2025.07.30,00:15:49,180+2,1-0,TrazimTrazoum,alekscottz,1359,1308,B15,,59,Blitz,Night,Medium,Loss,-51
Live Chess,2025.07.30,00:05:28,180+2,0-1,alekscottz,Zikill,1315,1367,C25,,48,Blitz,Night,Medium,Loss,-52
Live Chess,2025.07.29,23:37:17,180+2,1-0,mikenewaza,alekscottz,1339,1322,B10,,93,Blitz,Night,Long,Loss,-17
Live Chess,2025.07.29,23:18:25,180+2,1-0,k215,alekscottz,1347,1330,B07,,39,Blitz,Night,Medium,Loss,-17
Live Chess,2025.07.29,22:50:36,180+2,1-0,alekscottz,badrELFeddine,1338,1352,B23,,49,Blitz,Night,Medium,Win,-14
Live Chess,2025.07.29,22:30:54,180+2,1-0,alekscottz,CosmicDubs,1329,1324,C10,,77,Blitz,Night,Long,Win,5
Live Chess,2025.07.29,21:57:50,180+2,1-0,alekscottz,ae_ro,1321,1373,B01,,45,Blitz,Night,Medium,Win,-52
Live Chess,2025.07.29,21:52:59,180+2,0-1,Pimiento88,alekscottz,1336,1311,D00,,44,Blitz,Night,Medium,Win,-25
Live Chess,2025.07.29,16:54:24,180+2,0-1,zneroth,alekscottz,1299,1302,B12,,102,Blitz,Afternoon,Long,Win,3
Live Chess,2025.07.29,13:26:17,180+2,0-1,alekscottz,Ktiw,1294,1291,B07,,38,Blitz,Afternoon,Medium,Loss,3
Live Chess,2025.07.28,23:02:54,180+2,0-1,alekscottz,threesheds,1302,1316,B13,,68,Blitz,Night,Long,Loss,-14
Live Chess,2025.07.28,22:54:21,180+2,0-1,guynamedfox,alekscottz,1297,1310,A48,,78,Blitz,Night,Long,Win,13
Live Chess,2025.07.28,22:44:19,180+2,0-1,alekscottz,Abuhaidar00,1302,1392,B23,,94,Blitz,Night,Long,Loss,-90
Live Chess,2025.07.28,22:42:45,180+2,0-1,Linkerbrain,alekscottz,1278,1308,B10,,26,Blitz,Night,Short,Win,30
Live Chess,2025.07.28,22:30:43,180+2,1-0,foxyd,alekscottz,1298,1300,B14,,49,Blitz,Night,Medium,Loss,2
Live Chess,2025.07.28,22:27:42,180+2,1-0,alekscottz,TonRR,1308,1318,C10,,41,Blitz,Night,Medium,Win,-10
Live Chess,2025.07.28,22:18:25,180+2,0-1,Shiva09,alekscottz,1288,1299,B10,,92,Blitz,Night,Long,Win,11
Live Chess,2025.07.28,22:14:08,180+2,1-0,alekscottz,nayan52,1291,1285,C28,,35,Blitz,Night,Medium,Win,6
Live Chess,2025.07.28,22:13:08,180+2,1-0,OxfordComma3,alekscottz,1286,1283,B10,,21,Blitz,Night,Short,Loss,-3
Live Chess,2025.07.28,22:04:14,180+2,1-0,alekscottz,dirogu,1291,1253,C00,,75,Blitz,Night,Long,Win,38
Live Chess,2025.07.28,19:19:38,180+2,1-0,Fetfatzidis,alekscottz,1293,1284,B12,,100,Blitz,Evening,Long,Loss,-9
Live Chess,2025.07.28,14:15:18,180+2,1/2-1/2,alekscottz,TooSlowwahaha,1292,1304,B01,,120,Blitz,Afternoon,Long,Draw,-12
Live Chess,2025.07.28,14:09:59,180+2,1-0,TooSlowwahaha,alekscottz,1304,1292,B15,,51,Blitz,Afternoon,Medium,Loss,-12
Live Chess,2025.07.28,13:44:27,180+2,1-0,alekscottz,KyleH972,1300,1321,B18,,65,Blitz,Afternoon,Long,Win,-21
Live Chess,2025.07.27,22:20:45,180+2,1-0,mparsaso,alekscottz,1400,1291,B12,,59,Blitz,Night,Medium,Loss,-109
Live Chess,2025.07.27,18:29:25,180+2,0-1,Tommy,alekscottz,1340,1297,A04,,136,Blitz,Evening,Long,Win,-43
Live Chess,2025.07.27,18:19:10,180+2,0-1,alekscottz,8Bom_dia8,1288,1326,B07,,28,Blitz,Evening,Short,Loss,-38
Live Chess,2025.07.27,14:01:07,180+2,0-1,alekscottz,ravigomathi,1296,1340,C25,,66,Blitz,Afternoon,Long,Loss,-44
Live Chess,2025.07.27,02:23:01,180+2,1-0,Fadermd,alekscottz,1310,1303,B03,,87,Blitz,Night,Long,Loss,-7
Live Chess,2025.07.26,22:22:49,180+2,1-0,alekscottz,Daniel3_14,1311,1316,B12,,57,Blitz,Night,Medium,Win,-5
Live Chess,2025.07.26,19:18:58,180+2,0-1,alekscottz,FrancoLaco123,1303,1348,C25,,68,Blitz,Evening,Long,Loss,-45
Live Chess,2025.07.26,19:18:11,180+2,1/2-1/2,FrancoLaco123,alekscottz,1341,1310,A45,,12,Blitz,Evening,Short,Draw,-31
Live Chess,2025.07.26,17:17:30,180+2,1-0,almas_istybaev,alekscottz,1312,1309,B13,,37,Blitz,Evening,Medium,Loss,-3
Live Chess,2025.07.26,17:05:47,180+2,1-0,alekscottz,kushagra20,1317,1285,B23,,135,Blitz,Evening,Long,Win,32
Live Chess,2025.07.26,13:38:13,180+2,0-1,alekscottz,rozpruwacz3500,1309,1338,C28,,30,Blitz,Afternoon,Medium,Loss,-29
Live Chess,2025.07.26,13:30:41,180+2,0-1,RicochetDown,alekscottz,1290,1317,D92,,58,Blitz,Afternoon,Medium,Win,27
Live Chess,2025.07.26,12:57:14,180+2,0-1,alekscottz,marcelo15,1309,1364,B23,,86,Blitz,Afternoon,Long,Loss,-55
Live Chess,2025.07.26,00:08:15,180+2,1-0,Macko9801,alekscottz,1332,1316,D04,,56,Blitz,Night,Medium,Loss,-16
Live Chess,2025.07.25,23:52:18,180+2,1-0,alekscottz,lemupare,1324,1329,B01,,95,Blitz,Night,Long,Win,-5
Live Chess,2025.07.25,23:04:50,180+2,0-1,ashimf,alekscottz,1318,1316,B10,,130,Blitz,Night,Long,Win,-2
Live Chess,2025.07.25,22:55:14,180,1-0,ibismaa2,alekscottz,1345,1308,A01,,62,Blitz,Night,Long,Loss,-37
Live Chess,2025.07.25,17:49:13,180,0-1,JayprakashNaidu,alekscottz,1291,1316,B10,,52,Blitz,Evening,Medium,Win,25
Live Chess,2025.07.25,17:25:23,180,0-1,alekscottz,R-Dinho,1308,1304,B12,,11,Blitz,Evening,Short,Loss,4
Live Chess,2025.07.25,16:44:48,180,1-0,alekscottz,Amitabha7_N,1316,1314,C28,,37,Blitz,Afternoon,Medium,Win,2
Live Chess,2025.07.25,16:40:17,180,1-0,popold2,alekscottz,1320,1308,D91,,19,Blitz,Afternoon,Short,Loss,-12
Live Chess,2025.07.25,16:31:24,180+2,0-1,jurok911,alekscottz,1284,1316,D02,,74,Blitz,Afternoon,Long,Win,32
Live Chess,2025.07.25,16:12:49,180+2,0-1,alekscottz,Tech119,1308,1314,C25,,20,Blitz,Afternoon,Short,Loss,-6
Live Chess,2025.07.25,13:36:50,180+2,0-1,Juni777malik,alekscottz,1277,1316,B12,,86,Blitz,Afternoon,Long,Win,39
Live Chess,2025.07.25,12:36:27,180+2,1-0,2001eloguy,alekscottz,1303,1309,B13,,53,Blitz,Afternoon,Medium,Loss,6
Live Chess,2025.07.24,23:09:43,180+2,0-1,alekscottz,SwayamVora,1318,1350,C25,,72,Blitz,Night,Long,Loss,-32
Live Chess,2025.07.24,23:02:22,180+2,1-0,alekscottz,edespiel,1326,1287,B01,,57,Blitz,Night,Medium,Win,39
Live Chess,2025.07.24,22:58:57,180+2,0-1,Antho14Fr,alekscottz,1316,1319,D85,,32,Blitz,Night,Medium,Win,3
Live Chess,2025.07.24,22:41:45,180+2,0-1,juandiegoforonda,alekscottz,1287,1311,D91,,36,Blitz,Night,Medium,Win,24
Live Chess,2025.07.24,22:32:50,180+2,0-1,alekscottz,Igneoux,1303,1317,B12,,34,Blitz,Night,Medium,Loss,-14
Live Chess,2025.07.24,16:42:55,180+2,1/2-1/2,SchrodingersCat,alekscottz,1355,1311,A03,,108,Blitz,Afternoon,Long,Draw,-44
Live Chess,2025.07.24,16:06:29,180+2,0-1,alekscottz,a_chaturvedi,1310,1323,B01,,64,Blitz,Afternoon,Long,Loss,-13
Live Chess,2025.07.24,16:00:58,180+2,1-0,alekscottz,adam3696,1318,1275,C00,,47,Blitz,Afternoon,Medium,Win,43
Live Chess,2025.07.24,15:51:27,180+2,0-1,cidenis1970,alekscottz,1308,1311,B10,,74,Blitz,Afternoon,Long,Win,3
Live Chess,2025.07.24,15:37:07,180+2,0-1,alekscottz,Nariman195,1303,1299,B23,,92,Blitz,Afternoon,Long,Loss,4
Live Chess,2025.07.24,15:26:32,180+2,1-0,alekscottz,gedeombak,1312,1314,B02,,71,Blitz,Afternoon,Long,Win,-2
Live Chess,2025.07.24,13:38:33,180,1-0,OKEN4n4h,alekscottz,1317,1304,B13,,67,Blitz,Afternoon,Long,Loss,-13
Live Chess,2025.07.24,13:26:31,180,1-0,khanhdh_1,alekscottz,1340,1312,B13,,95,Blitz,Afternoon,Long,Loss,-28
Live Chess,2025.07.24,00:52:37,180,0-1,alekscottz,TheMightyBlueberry,1320,1336,B01,,19,Blitz,Night,Short,Loss,-16
Live Chess,2025.07.24,00:48:28,180,1-0,alekscottz,Drchiplazlo,1328,1314,B00,,53,Blitz,Night,Medium,Win,14
Live Chess,2025.07.23,17:06:32,180,1-0,TPB210288,alekscottz,1358,1320,D85,,21,Blitz,Evening,Short,Loss,-38
Live Chess,2025.07.23,16:43:52,180,0-1,alekscottz,ValtieJ,1327,1355,B12,,74,Blitz,Afternoon,Long,Loss,-28
Live Chess,2025.07.23,16:41:50,180,1-0,alekscottz,hom8re,1335,1342,C25,,24,Blitz,Afternoon,Short,Win,-7
Live Chess,2025.07.23,16:35:54,180,1-0,Hayk_Poghosyan,alekscottz,1354,1326,D90,,39,Blitz,Afternoon,Medium,Loss,-28
Live Chess,2025.07.23,16:29:31,180,0-1,stormacid,alekscottz,1339,1334,B10,,46,Blitz,Afternoon,Medium,Win,-5
Live Chess,2025.07.23,16:24:11,180,1-0,alekscottz,kharayook,1325,1329,C28,,59,Blitz,Afternoon,Medium,Win,-4
Live Chess,2025.07.23,16:00:18,180,0-1,babusplay,alekscottz,1319,1316,B12,,84,Blitz,Afternoon,Long,Win,-3
Live Chess,2025.07.23,15:42:44,180,1-0,alekscottz,bkav2024,1308,1272,B23,,63,Blitz,Afternoon,Long,Win,36
Live Chess,2025.07.23,15:38:28,180,0-1,B0risLeHachoir,alekscottz,1263,1300,A45,,66,Blitz,Afternoon,Long,Win,37
Live Chess,2025.07.23,15:32:50,180,0-1,alekscottz,snufflesy,1292,1289,B00,,46,Blitz,Afternoon,Medium,Loss,3
Live Chess,2025.07.23,15:26:21,180+2,0-1,nadirustun,alekscottz,1276,1300,A56,,44,Blitz,Afternoon,Medium,Win,24
